MATRIX
M24N24
3495679497.250590,1305970149.253732,0.000000,0.000000,0.000000,0.000000,-2179890023.566379,-9819324.430479,0.000000,0.000000,0.000000,0.000000,-1747839748.625294,-1305970149.253732,0.000000,0.000000,0.000000,0.000000,432050274.941084,9819324.430479,0.000000,0.000000,0.000000,0.000000,
1305970149.253732,3495679497.250590,0.000000,0.000000,0.000000,0.000000,9819324.430479,432050274.941084,0.000000,0.000000,0.000000,0.000000,-1305970149.253731,-1747839748.625294,0.000000,0.000000,0.000000,0.000000,-9819324.430479,-2179890023.566379,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,1096491228.070175,274122807.017544,-274122807.017544,0.000000,0.000000,0.000000,0.000000,274122807.017544,-274122807.017544,0.000000,0.000000,0.000000,-1096491228.070175,274122807.017544,-274122807.017544,0.000000,0.000000,0.000000,0.000000,274122807.017544,-274122807.017544,0.000000,
0.000000,0.000000,274122807.017544,140705463.908528,-1636554.071747,0.000000,0.000000,0.000000,274122807.017544,136690451.252509,-556428.384394,0.000000,0.000000,0.000000,-274122807.017544,135239373.308894,1636554.071747,0.000000,0.000000,0.000000,-274122807.017544,135610325.565157,556428.384394,0.000000,
0.000000,0.000000,-274122807.017544,-1636554.071747,140705463.908528,0.000000,0.000000,0.000000,274122807.017544,556428.384394,135610325.565157,0.000000,0.000000,0.000000,274122807.017544,1636554.071747,135239373.308894,0.000000,0.000000,0.000000,-274122807.017544,-556428.384394,136690451.252509,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
-2179890023.566379,9819324.430479,0.000000,0.000000,0.000000,0.000000,3495679497.250590,-1305970149.253732,0.000000,0.000000,0.000000,0.000000,432050274.941084,-9819324.430479,0.000000,0.000000,0.000000,0.000000,-1747839748.625294,1305970149.253732,0.000000,0.000000,0.000000,0.000000,
-9819324.430479,432050274.941084,0.000000,0.000000,0.000000,0.000000,-1305970149.253732,3495679497.250590,0.000000,0.000000,0.000000,0.000000,9819324.430479,-2179890023.566379,0.000000,0.000000,0.000000,0.000000,1305970149.253732,-1747839748.625294,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,274122807.017544,274122807.017544,0.000000,0.000000,0.000000,1096491228.070175,274122807.017544,274122807.017544,0.000000,0.000000,0.000000,0.000000,274122807.017544,274122807.017544,0.000000,0.000000,0.000000,-1096491228.070175,274122807.017544,274122807.017544,0.000000,
0.000000,0.000000,274122807.017544,136690451.252509,556428.384394,0.000000,0.000000,0.000000,274122807.017544,140705463.908528,1636554.071747,0.000000,0.000000,0.000000,-274122807.017544,135610325.565157,-556428.384394,0.000000,0.000000,0.000000,-274122807.017544,135239373.308894,-1636554.071747,0.000000,
0.000000,0.000000,-274122807.017544,-556428.384394,135610325.565157,0.000000,0.000000,0.000000,274122807.017544,1636554.071747,140705463.908528,0.000000,0.000000,0.000000,274122807.017544,556428.384394,136690451.252509,0.000000,0.000000,0.000000,-274122807.017544,-1636554.071747,135239373.308894,0.000000,
